market_id,market_question,event_question,series_title,series_category,market_result,volume_fp,outcome,probability_field,horizon_days,forecast_date_utc,days_before_close,forecast_probability,squared_error,absolute_error,forecast_correct
kalshi:KXHORMUZNORM-26MAR17-B260715,"Will the 7-day moving average of transit calls through the Strait of Hormuz as reported by the IMF PortWatch be above 60 before July 15, 2026?",When will traffic at the Strait of Hormuz return to normal?,When will traffic at the Strait of Hormuz return to normal?,Politics,no,2178374.78,0,price_mean,1,2026-07-20 00:00:00+00:00,1,0.01,0.0001,0.01,True
kalshi:KXHORMUZNORM-26MAR17-B260801,"Will the 7-day moving average of transit calls through the Strait of Hormuz as reported by the IMF PortWatch be above 60 before August 1, 2026?",When will traffic at the Strait of Hormuz return to normal?,When will traffic at the Strait of Hormuz return to normal?,Politics,no,5302869.62,0,price_mean,1,2026-08-03 00:00:00+00:00,1,0.01,0.0001,0.01,True
kalshi:KXLEAVEWALZ-27JAN01-TWAL-26JUL01,Will Tim Walz leave the governorship of Minnesota after Issuance and before July 2026?,Tim Walz out as Governor of Minnesota?,Tim Walz out as Governor of Minnesota?,Politics,no,2042154.96,0,price_mean,1,2026-06-30 00:00:00+00:00,1,0.0025,6.25e-06,0.0025,True
kalshi:KXLIUSACOUPLE-26AUG31-ANCAR,Will Aniya and Carl win Love Island USA Season 8?,Love Island USA S8: Winning couple,which couple will win love island usa,Entertainment,no,4955634.0,0,price_mean,1,2026-07-12 00:00:00+00:00,1,0.0586,0.00343396,0.0586,True
kalshi:KXLIUSACOUPLE-26AUG31-KAZA,Will Kayda and Zach win Love Island USA Season 8?,Love Island USA S8: Winning couple,which couple will win love island usa,Entertainment,no,1445607.33,0,price_mean,1,2026-07-12 00:00:00+00:00,1,0.0161,0.00025921,0.0161,True
kalshi:KXLIUSACOUPLE-26AUG31-MESI,Will Melanie and Sincere win Love Island USA Season 8?,Love Island USA S8: Winning couple,which couple will win love island usa,Entertainment,no,2616535.03,0,price_mean,1,2026-07-12 00:00:00+00:00,1,0.0482,0.00232324,0.0482,True
kalshi:KXLIUSACOUPLE-26AUG31-TRBR,Will Trinity and Bryce win Love Island USA Season 8?,Love Island USA S8: Winning couple,which couple will win love island usa,Entertainment,yes,2986198.8,1,price_mean,1,2026-07-12 00:00:00+00:00,1,0.887,0.012768999999999997,0.11299999999999999,True
kalshi:KXMARRIAGESWIFTKELCE-26,Will Taylor Swift and Travis Kelce be married in 2026?,Taylor Swift and Travis Kelce: Married in 2026?,Swift Kelce married,Entertainment,yes,1645745.84,1,price_mean,1,2026-07-06 00:00:00+00:00,1,0.99,0.00010000000000000018,0.010000000000000009,True
kalshi:KXMI13D-26-DMCK,Will Donavan McKinney be the Democratic nominee for MI-13?,MI-13 Democratic nominee?,MI-13 Democratic nominee,Elections,yes,1647332.36,1,price_mean,1,2026-08-04 00:00:00+00:00,1,0.8586,0.01999395999999999,0.14139999999999997,True
kalshi:KXMI13D-26-STHA,Will Shri Thanedar be the Democratic nominee for MI-13?,MI-13 Democratic nominee?,MI-13 Democratic nominee,Elections,no,1650232.06,0,price_mean,1,2026-08-04 00:00:00+00:00,1,0.1426,0.02033476,0.1426,True
kalshi:KXMJSCHEDULE-26JUL,When will marijuana be rescheduled?,Will marijuana be rescheduled?,MJ schedule,Politics,no,1634305.03,0,price_mean,1,2026-06-30 00:00:00+00:00,1,0.0024,5.759999999999999e-06,0.0024,True
kalshi:KXNEXTAG-29-TBLA,Who will be Trump's next Attorney General?,Who will be Trump's next Attorney General?,Next AG,Politics,yes,3713983.8,1,price_mean,1,2026-08-07 00:00:00+00:00,1,0.9467,0.0028408900000000013,0.053300000000000014,True
kalshi:KXPERUPRES-26-KFUJ,Who will win the next Peruvian presidential election?,Peru Presidential election winner?,Peru Presidency,Elections,yes,3010684.54,1,price_mean,1,2026-07-02 00:00:00+00:00,1,0.9957,1.8489999999999747e-05,0.0042999999999999705,True
kalshi:KXPERUPRES-26-RPAL,Will Roberto Sánchez Palomino win the next Peruvian presidential election?,Peru Presidential election winner?,Peru Presidency,Elections,no,5279251.45,0,price_mean,1,2026-07-02 00:00:00+00:00,1,0.0034,1.156e-05,0.0034,True
kalshi:KXPLATNERDROPOUT-26,"Will Graham Platner drop out of the 2026 United States Senate election in Maine before Jul 14, 2026?",Will Graham Platner drop out?,Graham platner drop out,Elections,yes,5462806.48,1,price_mean,1,2026-07-08 00:00:00+00:00,1,0.9339,0.004369210000000006,0.06610000000000005,True
kalshi:KXRT-ODY-95,The Odyssey Rotten Tomatoes score?,The Odyssey: Rotten Tomatoes score,Rotten Tomatoes Scores,Entertainment,no,1862536.6,0,price_mean,1,2026-07-19 00:00:00+00:00,1,0.0524,0.0027457600000000003,0.0524,True
kalshi:KXRT-SPI-90,Spider-Man: Brand New Day Rotten Tomatoes score?,Spider-Man: Brand New Day: Rotten Tomatoes score,Rotten Tomatoes Scores,Entertainment,no,2231936.34,0,price_mean,1,2026-08-02 00:00:00+00:00,1,0.0762,0.00580644,0.0762,True
kalshi:KXRT-SPI-91,Spider-Man: Brand New Day Rotten Tomatoes score?,Spider-Man: Brand New Day: Rotten Tomatoes score,Rotten Tomatoes Scores,Entertainment,no,1670022.42,0,price_mean,1,2026-08-02 00:00:00+00:00,1,0.0225,0.00050625,0.0225,True
kalshi:KXRT-SPI-92,Spider-Man: Brand New Day Rotten Tomatoes score?,Spider-Man: Brand New Day: Rotten Tomatoes score,Rotten Tomatoes Scores,Entertainment,no,1623910.07,0,price_mean,1,2026-08-02 00:00:00+00:00,1,0.0117,0.00013689,0.0117,True
kalshi:KXSCRSENS-26-RFRY,Who will win the 2026 South Carolina Republican Senate special primary?,South Carolina Republican Senate special primary winner?,South Carolina Special Republican primary,Elections,no,1502711.08,0,price_mean,1,2026-08-11 00:00:00+00:00,1,0.2397,0.05745609,0.2397,True
kalshi:KXSENATEMID-26-AELS,Will Abdul El-Sayed be the Democratic nominee for the Senate in Michigan?,Michigan Democratic Senate nominee?,MID,Elections,yes,9935560.26,1,price_mean,1,2026-08-04 00:00:00+00:00,1,0.9761,0.0005712100000000016,0.023900000000000032,True
kalshi:KXSENATEMID-26-HSTE,Will Haley Stevens be the Democratic nominee for the Senate in Michigan?,Michigan Democratic Senate nominee?,MID,Elections,no,20543911.96,0,price_mean,1,2026-08-04 00:00:00+00:00,1,0.0205,0.00042025000000000005,0.0205,True
kalshi:KXSWIFTKELCEWEDDINGLOCATION-30-NEW,Where will Taylor Swift and Travis Kelce’s Wedding occur?,Taylor Swift and Travis Kelce: Wedding location,WHERE WILL TAYLOR SWIFT GET MARRIED,Entertainment,yes,1782184.99,1,price_mean,1,2026-07-03 00:00:00+00:00,1,0.6829,0.10055241000000004,0.31710000000000005,True
kalshi:KXTOPALBUMRECORD-ICE-DRA-4,How many straight weeks will 'ICEMAN' be #1?,Iceman: Consecutive weeks at #1,Album record,Entertainment,no,7848673.84,0,price_mean,1,2026-06-22 00:00:00+00:00,1,0.0138,0.00019044,0.0138,True
kalshi:KXTRUMPATTEND,Will Donald J. Trump attend The 2026 FIFA World Cup Final?,Will Trump attend The World Cup Final?,Will Trump attend event,Politics,yes,9726106.38,1,price_mean,1,2026-07-18 00:00:00+00:00,1,0.9645,0.0012602499999999984,0.035499999999999976,True
kalshi:KXTRUMPOUT27-27-26AUG01,"Will Donald Trump leave office before August 1, 2026?",Donald Trump announces departure as President? (Excluding death),Trump out as President?,Politics,no,3761100.22,0,price_mean,1,2026-07-27 00:00:00+00:00,5,0.003,9e-06,0.003,True
kalshi:KXTRUMPUFC-26JUL-DJT,Will Donald Trump attend UFC 329?,Will Donald Trump attend UFC 329?,Trump attend another UFC event this year,Politics,no,13117291.59,0,price_mean,1,2026-07-11 00:00:00+00:00,1,0.0312,0.0009734399999999999,0.0312,True
kalshi:KXUSAIRANAGREEMENT-27-26AUG,Will the US agree to a new Iranian nuclear deal before August?,US-Iran nuclear deal?,US Iran nuclear deal,Politics,no,2813334.26,0,price_mean,1,2026-07-31 00:00:00+00:00,1,0.0021,4.409999999999999e-06,0.0021,True
kalshi:KXUSAIRANAGREEMENT-27-26JUL,Will the US agree to a new Iranian nuclear deal this year?,US-Iran nuclear deal?,US Iran nuclear deal,Politics,no,5649545.21,0,price_mean,1,2026-06-30 00:00:00+00:00,1,0.01,0.0001,0.01,True
kalshi:KXVOTEPRIMARY-MAYORLA26SPRA-65,Will Spencer Pratt receive at least 30% of the popular vote in the first round of the 2026 Los Angeles mayoral election?,Los Angeles mayoral election: Spencer Pratt vote percent (1st round),Vote percentages in primaries,Elections,no,2712847.51,0,price_mean,1,2026-06-26 00:00:00+00:00,1,0.01,0.0001,0.01,True
kalshi:KXVOTEPRIMARY-MAYORLA26SPRA-75,Will Spencer Pratt receive at least 50% of the popular vote in the first round of the 2026 Los Angeles mayoral election?,Los Angeles mayoral election: Spencer Pratt vote percent (1st round),Vote percentages in primaries,Elections,no,1570112.24,0,price_mean,1,2026-06-26 00:00:00+00:00,1,0.01,0.0001,0.01,True
kalshi:KX14AMENDCASE-26-AUG,Will Trump's birthright citizenship order come into effect?,Will Trump's birthright citizenship order come into effect?,Trump birthright citizenship case,Politics,no,1591535.68,0,price_mean,3,2026-06-27 00:00:00+00:00,3,0.0833,0.00693889,0.0833,True
kalshi:KXALIENS-27-JUL26,Will the U.S. confirm that aliens exist before July 2026,Will the U.S. confirm that aliens exist?,Aliens,Science and Technology,no,3153286.89,0,price_mean,3,2026-06-28 00:00:00+00:00,3,0.01,0.0001,0.01,True
kalshi:KXCAGOVPRIMARY1ST-26JUN02-1ST-SHIL,Will Steve Hilton finish 1st in the 2026 California Governor primary election?,California Governor primary: 1st place,Who will finish first in the California Governor primary?,Elections,no,7097451.77,0,price_mean,3,2026-07-08 00:00:00+00:00,3,0.0044,1.936e-05,0.0044,True
kalshi:KXCAGOVPRIMARY1ST-26JUN02-1ST-XBEC,Will Xavier Becerra finish 1st in the 2026 California Governor primary election?,California Governor primary: 1st place,Who will finish first in the California Governor primary?,Elections,yes,2130203.52,1,price_mean,3,2026-07-08 00:00:00+00:00,3,0.9963,1.369000000000027e-05,0.0037000000000000366,True
kalshi:KXCOLOMBIAPRES-26-AESP,Will Abelardo de la Espriella win the next Colombian presidential election?,Who will win the next Colombian presidential election?,Colombia presidency,Elections,yes,1486022.39,1,price_mean,3,2026-06-21 00:00:00+00:00,3,0.8525,0.02175624999999999,0.14749999999999996,True
kalshi:KXCOLOMBIAPRES-26-ICAS,Will Iván Cepeda Castro win the next Colombian presidential election?,Who will win the next Colombian presidential election?,Colombia presidency,Elections,no,1692402.61,0,price_mean,3,2026-06-21 00:00:00+00:00,3,0.139,0.019321000000000005,0.139,True
kalshi:KXEVENTOCCURCLTR-27-JAN01,Will Taylor Swift get married at MSG this year?,Taylor Swift: Married at Madison Square Garden in 2026?,will event occur?,Entertainment,yes,1755812.35,1,price_mean,3,2026-07-01 00:00:00+00:00,3,0.7581,0.05851561,0.2419,True
kalshi:KXFEDDECISION-26JUL-C25,Will the Federal Reserve Cut rates by 25bps at their July 2026 meeting?,Fed decision in July?,Fed meeting,Economics,no,7276758.07,0,price_mean,3,2026-07-26 00:00:00+00:00,3,0.01,0.0001,0.01,True
kalshi:KXFEDDECISION-26JUL-C26,Will the Federal Reserve Cut rates by >25bps at their July 2026 meeting?,Fed decision in July?,Fed meeting,Economics,no,2330631.58,0,price_mean,3,2026-07-26 00:00:00+00:00,3,0.01,0.0001,0.01,True
kalshi:KXFEDDECISION-26JUL-H0,Will the Federal Reserve Hike rates by 0bps at their July 2026 meeting?,Fed decision in July?,Fed meeting,Economics,yes,23802367.03,1,price_mean,3,2026-07-26 00:00:00+00:00,3,0.7665,0.05452225000000002,0.23350000000000004,True
kalshi:KXFEDDECISION-26JUL-H25,Will the Federal Reserve Hike rates by 25bps at their July 2026 meeting?,Fed decision in July?,Fed meeting,Economics,no,19713687.51,0,price_mean,3,2026-07-26 00:00:00+00:00,3,0.2348,0.055131040000000006,0.2348,True
kalshi:KXFEDDECISION-26JUL-H26,Will the Federal Reserve Hike rates by >25bps at their July 2026 meeting?,Fed decision in July?,Fed meeting,Economics,no,15632302.75,0,price_mean,3,2026-07-26 00:00:00+00:00,3,0.01,0.0001,0.01,True
kalshi:KXGOVFLNOMR-26-BD,Will Byron Donalds be the Republican nominee for Governor in Florida?,Florida Republican Governor nominee?,Florida Governor Republican nominee,Elections,yes,10760634.15,1,price_mean,3,2026-08-16 00:00:00+00:00,3,0.9807,0.00037248999999999936,0.019299999999999984,True
kalshi:KXGOVFLNOMR-26-JCOL,Will Jay Collins be the Republican nominee for Governor in Florida?,Florida Republican Governor nominee?,Florida Governor Republican nominee,Elections,no,10496583.01,0,price_mean,3,2026-08-16 00:00:00+00:00,3,0.005,2.5e-05,0.005,True
kalshi:KXGOVFLNOMR-26-JFIS,Will James Fishback be the Republican nominee for Governor in Florida?,Florida Republican Governor nominee?,Florida Governor Republican nominee,Elections,no,44726603.31,0,price_mean,3,2026-08-16 00:00:00+00:00,3,0.0158,0.00024964000000000003,0.0158,True
kalshi:KXGOVFLNOMR-26-PREN,Will Paul Renner be the Republican nominee for Governor in Florida?,Florida Republican Governor nominee?,Florida Governor Republican nominee,Elections,no,2984895.68,0,price_mean,3,2026-08-16 00:00:00+00:00,3,0.001,1e-06,0.001,True
kalshi:KXGOVWINOMD-26-DCRO,Will David Crowley be the Democratic nominee for Governor in Wisconsin?,Wisconsin Democratic Governor nominee?,Gov WI Nom D,Elections,yes,7116046.89,1,price_mean,3,2026-08-09 00:00:00+00:00,3,0.0502,0.90212004,0.9498,False
kalshi:KXGOVWINOMD-26-FHON,Will Francesca Hong be the Democratic nominee for Governor in Wisconsin?,Wisconsin Democratic Governor nominee?,Gov WI Nom D,Elections,no,7274077.96,0,price_mean,3,2026-08-09 00:00:00+00:00,3,0.9467,0.89624089,0.9467,False
kalshi:KXHORMUZNORM-26MAR17-B260701,"Will the 7-day moving average of transit calls through the Strait of Hormuz as reported by the IMF PortWatch be above 60 before July 1, 2026?",When will traffic at the Strait of Hormuz return to normal?,When will traffic at the Strait of Hormuz return to normal?,Politics,no,8832948.43,0,price_mean,3,2026-07-04 00:00:00+00:00,3,0.0015,2.25e-06,0.0015,True
kalshi:KXHORMUZNORM-26MAR17-B260715,"Will the 7-day moving average of transit calls through the Strait of Hormuz as reported by the IMF PortWatch be above 60 before July 15, 2026?",When will traffic at the Strait of Hormuz return to normal?,When will traffic at the Strait of Hormuz return to normal?,Politics,no,2178374.78,0,price_mean,3,2026-07-18 00:00:00+00:00,3,0.01,0.0001,0.01,True
kalshi:KXHORMUZNORM-26MAR17-B260801,"Will the 7-day moving average of transit calls through the Strait of Hormuz as reported by the IMF PortWatch be above 60 before August 1, 2026?",When will traffic at the Strait of Hormuz return to normal?,When will traffic at the Strait of Hormuz return to normal?,Politics,no,5302869.62,0,price_mean,3,2026-08-01 00:00:00+00:00,3,0.01,0.0001,0.01,True
kalshi:KXLEAVEWALZ-27JAN01-TWAL-26JUL01,Will Tim Walz leave the governorship of Minnesota after Issuance and before July 2026?,Tim Walz out as Governor of Minnesota?,Tim Walz out as Governor of Minnesota?,Politics,no,2042154.96,0,price_mean,3,2026-06-28 00:00:00+00:00,3,0.004,1.6e-05,0.004,True
kalshi:KXLIUSACOUPLE-26AUG31-ANCAR,Will Aniya and Carl win Love Island USA Season 8?,Love Island USA S8: Winning couple,which couple will win love island usa,Entertainment,no,4955634.0,0,price_mean,3,2026-07-10 00:00:00+00:00,3,0.0442,0.0019536400000000004,0.0442,True
kalshi:KXLIUSACOUPLE-26AUG31-KAZA,Will Kayda and Zach win Love Island USA Season 8?,Love Island USA S8: Winning couple,which couple will win love island usa,Entertainment,no,1445607.33,0,price_mean,3,2026-07-10 00:00:00+00:00,3,0.0126,0.00015876,0.0126,True
kalshi:KXLIUSACOUPLE-26AUG31-MESI,Will Melanie and Sincere win Love Island USA Season 8?,Love Island USA S8: Winning couple,which couple will win love island usa,Entertainment,no,2616535.03,0,price_mean,3,2026-07-10 00:00:00+00:00,3,0.03,0.0009,0.03,True
kalshi:KXLIUSACOUPLE-26AUG31-TRBR,Will Trinity and Bryce win Love Island USA Season 8?,Love Island USA S8: Winning couple,which couple will win love island usa,Entertainment,yes,2986198.8,1,price_mean,3,2026-07-10 00:00:00+00:00,3,0.8233,0.03122288999999999,0.17669999999999997,True
kalshi:KXMARRIAGESWIFTKELCE-26,Will Taylor Swift and Travis Kelce be married in 2026?,Taylor Swift and Travis Kelce: Married in 2026?,Swift Kelce married,Entertainment,yes,1645745.84,1,price_mean,3,2026-07-04 00:00:00+00:00,3,0.9837,0.00026568999999999936,0.01629999999999998,True
kalshi:KXMI13D-26-DMCK,Will Donavan McKinney be the Democratic nominee for MI-13?,MI-13 Democratic nominee?,MI-13 Democratic nominee,Elections,yes,1647332.36,1,price_mean,3,2026-08-02 00:00:00+00:00,3,0.8548,0.021083039999999997,0.1452,True
kalshi:KXMI13D-26-STHA,Will Shri Thanedar be the Democratic nominee for MI-13?,MI-13 Democratic nominee?,MI-13 Democratic nominee,Elections,no,1650232.06,0,price_mean,3,2026-08-02 00:00:00+00:00,3,0.1457,0.02122849,0.1457,True
kalshi:KXMJSCHEDULE-26JUL,When will marijuana be rescheduled?,Will marijuana be rescheduled?,MJ schedule,Politics,no,1634305.03,0,price_mean,3,2026-06-28 00:00:00+00:00,3,0.002,4e-06,0.002,True
kalshi:KXNEXTAG-29-TBLA,Who will be Trump's next Attorney General?,Who will be Trump's next Attorney General?,Next AG,Politics,yes,3713983.8,1,price_mean,3,2026-08-05 00:00:00+00:00,3,0.9561,0.0019272100000000045,0.04390000000000005,True
kalshi:KXPERUPRES-26-KFUJ,Who will win the next Peruvian presidential election?,Peru Presidential election winner?,Peru Presidency,Elections,yes,3010684.54,1,price_mean,3,2026-06-30 00:00:00+00:00,3,0.9919,6.560999999999994e-05,0.008099999999999996,True
kalshi:KXPERUPRES-26-RPAL,Will Roberto Sánchez Palomino win the next Peruvian presidential election?,Peru Presidential election winner?,Peru Presidency,Elections,no,5279251.45,0,price_mean,3,2026-06-30 00:00:00+00:00,3,0.0067,4.4890000000000006e-05,0.0067,True
kalshi:KXPLATNERDROPOUT-26,"Will Graham Platner drop out of the 2026 United States Senate election in Maine before Jul 14, 2026?",Will Graham Platner drop out?,Graham platner drop out,Elections,yes,5462806.48,1,price_mean,3,2026-07-06 00:00:00+00:00,3,0.0376,0.9262137600000001,0.9624,False
kalshi:KXRT-ODY-95,The Odyssey Rotten Tomatoes score?,The Odyssey: Rotten Tomatoes score,Rotten Tomatoes Scores,Entertainment,no,1862536.6,0,price_mean,3,2026-07-17 00:00:00+00:00,3,0.5553,0.30835809000000003,0.5553,False
kalshi:KXRT-SPI-90,Spider-Man: Brand New Day Rotten Tomatoes score?,Spider-Man: Brand New Day: Rotten Tomatoes score,Rotten Tomatoes Scores,Entertainment,no,2231936.34,0,price_mean,3,2026-07-31 00:00:00+00:00,3,0.5723,0.32752729,0.5723,False
kalshi:KXRT-SPI-91,Spider-Man: Brand New Day Rotten Tomatoes score?,Spider-Man: Brand New Day: Rotten Tomatoes score,Rotten Tomatoes Scores,Entertainment,no,1670022.42,0,price_mean,3,2026-07-31 00:00:00+00:00,3,0.2054,0.042189159999999996,0.2054,True
kalshi:KXRT-SPI-92,Spider-Man: Brand New Day Rotten Tomatoes score?,Spider-Man: Brand New Day: Rotten Tomatoes score,Rotten Tomatoes Scores,Entertainment,no,1623910.07,0,price_mean,3,2026-07-31 00:00:00+00:00,3,0.0445,0.00198025,0.0445,True
kalshi:KXSCRSENS-26-RFRY,Who will win the 2026 South Carolina Republican Senate special primary?,South Carolina Republican Senate special primary winner?,South Carolina Special Republican primary,Elections,no,1502711.08,0,price_mean,3,2026-08-09 00:00:00+00:00,3,0.2605,0.06786025000000001,0.2605,True
kalshi:KXSENATEMID-26-AELS,Will Abdul El-Sayed be the Democratic nominee for the Senate in Michigan?,Michigan Democratic Senate nominee?,MID,Elections,yes,9935560.26,1,price_mean,3,2026-08-02 00:00:00+00:00,3,0.9729,0.0007344100000000007,0.027100000000000013,True
kalshi:KXSENATEMID-26-HSTE,Will Haley Stevens be the Democratic nominee for the Senate in Michigan?,Michigan Democratic Senate nominee?,MID,Elections,no,20543911.96,0,price_mean,3,2026-08-02 00:00:00+00:00,3,0.0296,0.0008761600000000001,0.0296,True
kalshi:KXSWIFTKELCEWEDDINGLOCATION-30-NEW,Where will Taylor Swift and Travis Kelce’s Wedding occur?,Taylor Swift and Travis Kelce: Wedding location,WHERE WILL TAYLOR SWIFT GET MARRIED,Entertainment,yes,1782184.99,1,price_mean,3,2026-07-01 00:00:00+00:00,3,0.8734,0.01602756000000001,0.12660000000000005,True
kalshi:KXTOPALBUMRECORD-ICE-DRA-4,How many straight weeks will 'ICEMAN' be #1?,Iceman: Consecutive weeks at #1,Album record,Entertainment,no,7848673.84,0,price_mean,3,2026-06-20 00:00:00+00:00,3,0.0165,0.00027225000000000003,0.0165,True
kalshi:KXTRUMPATTEND,Will Donald J. Trump attend The 2026 FIFA World Cup Final?,Will Trump attend The World Cup Final?,Will Trump attend event,Politics,yes,9726106.38,1,price_mean,3,2026-07-16 00:00:00+00:00,3,0.9355,0.00416025,0.0645,True
kalshi:KXTRUMPOUT27-27-26AUG01,"Will Donald Trump leave office before August 1, 2026?",Donald Trump announces departure as President? (Excluding death),Trump out as President?,Politics,no,3761100.22,0,price_mean,3,2026-07-27 00:00:00+00:00,5,0.003,9e-06,0.003,True
kalshi:KXTRUMPUFC-26JUL-DJT,Will Donald Trump attend UFC 329?,Will Donald Trump attend UFC 329?,Trump attend another UFC event this year,Politics,no,13117291.59,0,price_mean,3,2026-07-09 00:00:00+00:00,3,0.085,0.007225000000000001,0.085,True
kalshi:KXUSAIRANAGREEMENT-27-26AUG,Will the US agree to a new Iranian nuclear deal before August?,US-Iran nuclear deal?,US Iran nuclear deal,Politics,no,2813334.26,0,price_mean,3,2026-07-29 00:00:00+00:00,3,0.0026,6.76e-06,0.0026,True
kalshi:KXUSAIRANAGREEMENT-27-26JUL,Will the US agree to a new Iranian nuclear deal this year?,US-Iran nuclear deal?,US Iran nuclear deal,Politics,no,5649545.21,0,price_mean,3,2026-06-28 00:00:00+00:00,3,0.01,0.0001,0.01,True
